data,temperatura,umidade,precipitacao
2025-01-01,25.993428306022466,80.11222377600724,6.787689523746609
2025-01-02,24.809538178436803,85.49443911528287,2.7712178970370696
2025-01-03,26.467485134315112,88.74804662795451,2.122742663447413
2025-01-04,28.30415804893232,76.63297583872028,2.318428252736485
2025-01-05,24.875705384564927,87.68125554149846,21.97031945758252
2025-01-06,24.96155007978887,81.63135382928988,0.20467871021964334
2025-01-07,28.673934118251957,87.77305564163862,10.088214958778694
2025-01-08,27.13590968280258,81.07493505415351,4.321758706763312
2025-01-09,24.74744508869642,75.83357627866074,2.886745405173298
2025-01-10,26.856664190493337,76.68262779553966,6.459607837444352
2025-01-11,24.92963033528246,85.01872633464782,3.33417151799607
2025-01-12,25.00967404207571,86.03049659662742,10.334531706338835
2025-01-13,26.509447042475166,80.15951807398169,11.548142398101874
2025-01-14,22.28304707570523,87.81893027774478,2.7384935067701237
2025-01-15,22.743528165003685,76.25890046689946,1.6205395354257095
2025-01-16,25.15219141709899,84.17231821084258,4.486735609704546
2025-01-17,24.33412854700168,78.37955516299994,12.172779697617994
2025-01-18,27.070906829593593,81.10309728631479,1.1828044947501228
2025-01-19,24.70855797223902,84.52265699253803,4.877107288497878
2025-01-20,23.78174090579124,79.90274946972137,4.992390001127717
2025-01-21,29.618912035813675,82.19698204154358,6.604650075634277
2025-01-22,26.31682800990879,89.06198328576943,0.7053281485133022
2025-01-23,26.983679123829216,81.05266182343186,6.29082454563555
2025-01-24,24.078820658791123,88.01805379293302,11.986266031446224
2025-01-25,25.9186744969795,78.08943005072122,0.9903228039007228
2025-01-26,27.307813192481316,86.28128544966897,1.3560479584358098
2025-01-27,24.86189080790755,90.73036836526776,17.770885194307557
2025-01-28,27.992542745393397,71.05055644715242,0.9982152737757894
2025-01-29,26.116473974676644,79.30658304565968,9.63394883878329
2025-01-30,26.810281700992387,86.05476190641602,3.3891047127677454
2025-01-31,26.265464526341095,82.0286139099842,1.4199848499718524
2025-02-01,31.247911088278396,84.77014460519146,10.230030008724246
2025-02-02,27.590083587351884,79.76123688294054,2.946686627799779
2025-02-03,25.574603999779697,83.07707199768625,3.6161493455055904
2025-02-04,29.407266390044473,81.72495040061816,2.2254497958890394
2025-02-05,25.391821481513546,88.19775539466235,4.494106713425393
2025-02-06,28.321728557278515,83.48279561912933,0.8927864880881569
2025-02-07,24.054293187044266,83.74693273786833,2.4803545318173676
2025-02-08,25.38601225277877,79.84418930366988,17.43579020910572
2025-02-09,28.503956213942583,79.30667043479347,1.492929402120031
2025-02-10,29.654094664441708,79.41955782838936,5.346286922585514
2025-02-11,28.585884367554847,83.3888245918031,1.9666210219446354
2025-02-12,28.07687652643491,79.14247361396721,7.424458453535825
2025-02-13,27.77001070298615,82.52376959452866,0.7013338980506838
2025-02-14,25.47821985538348,91.27611686475568,17.503052272121998
2025-02-15,27.05760321846882,85.07572430780287,3.023754610823689
2025-02-16,27.637005569489297,78.90779445169815,1.346267717488601
2025-02-17,30.732464643917393,86.3586704344643,0.38168861277968535
2025-02-18,29.36432169395685,78.12384497059257,0.9301897005229697
2025-02-19,25.208780127757308,69.78220829357502,0.0
2025-02-20,29.439696981182404,74.73805338359368,2.054925399025833
2025-02-21,28.076909573587056,70.22728172564364,8.827049420610788
2025-02-22,27.54763525474196,77.62359117457216,2.818385953427962
2025-02-23,30.178080861465624,79.27038791497863,1.4298461848792552
2025-02-24,31.068804485865286,87.35490027746516,4.800494582867339
2025-02-25,30.920255533269202,80.39910947324634,6.134113034796725
2025-02-26,27.428947720066795,77.45813174633248,0.9138597384292341
2025-02-27,28.537428380126613,82.48728945577311,0.9173263506538034
2025-02-28,29.86561889097952,67.06874076480028,0.0
2025-03-01,31.20017571188236,79.08423842017841,6.66665060394917
2025-03-02,28.335471315688434,81.53989715136119,5.450312625735495
2025-03-03,28.96596382032035,70.06976810470852,3.2182708481764637
2025-03-04,27.16678857770916,82.95638634245292,9.294962453380752
2025-03-05,27.02792430155548,78.70287029484211,8.190991605846756
2025-03-06,31.08495837708614,74.70464348948056,4.401655068179608
2025-03-07,32.210634405402864,79.71367780987238,10.135053132645012
2025-03-08,29.39104882085251,87.66997735096334,1.1523592518528678
2025-03-09,31.577705736710715,76.99071720069243,0.5934651069514228
2025-03-10,30.32812848867844,77.08555967446351,1.5718390286405395
2025-03-11,28.347468908685734,73.30899122415582,0.29390553364981353
2025-03-12,30.391977355131452,71.11625173517291,3.7875702141697194
2025-03-13,32.775353422641416,79.27524062023906,13.791906027009833
2025-03-14,29.65632985891581,70.59971214113536,0.20069208204691116
2025-03-15,32.88456989310378,74.99308610172118,0.6511693999155838
